"Name","ReturnType","BriefDescription","DetailedDescription","ParamType","ParamName","ParamDescription","infer_prefix","infer_baseType","infer_clrType"
"MXEnginePushAsync","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","bool","wait","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","bool","bool"
"MXEnginePushSync","int","Push a synchronous operation to the engine. ","sync_funcExecution function that executes the operation. func_paramThe parameter set on calling sync_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. ","EngineSyncFunc","sync_func","Execution function that executes the operation. ","","EngineSyncFunc","EngineSyncFunc"
"MXEnginePushSync","int","Push a synchronous operation to the engine. ","sync_funcExecution function that executes the operation. func_paramThe parameter set on calling sync_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. ","void*","func_param","Execution function that executes the operation. ","","void*","IntPtr"
"MXEnginePushSync","int","Push a synchronous operation to the engine. ","sync_funcExecution function that executes the operation. func_paramThe parameter set on calling sync_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. ","EngineFuncParamDeleter","deleter","Execution function that executes the operation. ","","EngineFuncParamDeleter","EngineFuncParamDeleter"
"MXEnginePushSync","int","Push a synchronous operation to the engine. ","sync_funcExecution function that executes the operation. func_paramThe parameter set on calling sync_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. ","ContextHandle","ctx_handle","Execution function that executes the operation. ","","ContextHandle","ContextHandle"
"MXEnginePushSync","int","Push a synchronous operation to the engine. ","sync_funcExecution function that executes the operation. func_paramThe parameter set on calling sync_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. ","EngineVarHandle","const_vars_handle","Execution function that executes the operation. ","","EngineVarHandle","EngineVarHandle"
"MXEnginePushSync","int","Push a synchronous operation to the engine. ","sync_funcExecution function that executes the operation. func_paramThe parameter set on calling sync_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. ","int","num_const_vars","Execution function that executes the operation. ","","int","int"
"MXEnginePushSync","int","Push a synchronous operation to the engine. ","sync_funcExecution function that executes the operation. func_paramThe parameter set on calling sync_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. ","EngineVarHandle","mutable_vars_handle","Execution function that executes the operation. ","","EngineVarHandle","EngineVarHandle"
"MXEnginePushSync","int","Push a synchronous operation to the engine. ","sync_funcExecution function that executes the operation. func_paramThe parameter set on calling sync_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. ","int","num_mutable_vars","Execution function that executes the operation. ","","int","int"
"MXEnginePushSync","int","Push a synchronous operation to the engine. ","sync_funcExecution function that executes the operation. func_paramThe parameter set on calling sync_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. ","EngineFnPropertyHandle","prop_handle","Execution function that executes the operation. ","","EngineFnPropertyHandle","EngineFnPropertyHandle"
"MXEnginePushSync","int","Push a synchronous operation to the engine. ","sync_funcExecution function that executes the operation. func_paramThe parameter set on calling sync_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. ","int","priority","Execution function that executes the operation. ","","int","int"
"MXEnginePushSync","int","Push a synchronous operation to the engine. ","sync_funcExecution function that executes the operation. func_paramThe parameter set on calling sync_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. ","const char*","opr_name","Execution function that executes the operation. ","","const char*","string"
"MXShallowCopyNDArray","int","Create an NDArray from source sharing the same data chunk. ","srcsource NDArray outnew NDArray sharing the same data chunck with src ","NDArrayHandle","src","source NDArray ","","NDArrayHandle","NDArrayHandle"
"MXShallowCopyNDArray","int","Create an NDArray from source sharing the same data chunk. ","srcsource NDArray outnew NDArray sharing the same data chunck with src ","NDArrayHandle*","out","source NDArray ","out","NDArrayHandle","NDArrayHandle"
"MXShallowCopySymbol","int","Create an Symbol from source sharing the same graph structure. ","srcsource Symbol outnew Symbol sharing the same graph structure with src ","SymbolHandle","src","source Symbol ","","SymbolHandle","SymbolHandle"
"MXShallowCopySymbol","int","Create an Symbol from source sharing the same graph structure. ","srcsource Symbol outnew Symbol sharing the same graph structure with src ","SymbolHandle*","out","source Symbol ","out","SymbolHandle","SymbolHandle"
"MXEnginePushAsyncND","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_nds_handleThe NDArrays that current operation will use but not mutate. num_const_ndsThe number of const_nds_handle. mutable_nds_handleThe NDArrays that current operation will mutate. num_mutable_ndsThe number of mutable_nds_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","EngineAsyncFunc","async_func","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","EngineAsyncFunc","EngineAsyncFunc"
